isoform,n
ONT1.1078.101,225.647632316554
ONT1.1078.103,9.20223019154407
ONT1.1078.104,42.5689471377921
ONT1.1078.106,24.7133312102112
ONT1.1078.107,14.1288348275022
ONT1.1078.109,253.706611618917
ONT1.1078.110,52.2675448733347
ONT1.1078.117,26.1464305668695
ONT1.1078.121,11.3809287982906
ONT1.1078.124,78.1810272388914
ONT1.1078.126,14.3376438647326
ONT1.1078.145,14.6956907875626
ONT1.1078.196,16.3770844387509
ONT1.1078.201,22.0771656597503
ONT1.1078.625,9.15349585954976
ONT1.1078.627,49.7415088181535
ONT1.1078.628,60.4791401270773
ONT1.1078.630,12.2007758532345
ONT1.1078.632,69.4303796998464
ONT1.1078.633,28.9646720657018
ONT1.1078.638,48.7034824023244
ONT1.1078.639,99.2126661127675
ONT1.1078.646,40.3455799259802
ONT1.1078.647,12.0860656266638
ONT1.1078.654,13.6531324785879
ONT1.1078.659,14.1122955780744
ONT1.1078.660,24.7885820422477
ONT1.1078.664,12.7483993293084
ONT1.1078.673,36.9663281819176
ONT1.1078.684,10.9715133175371
ONT1.1078.699,14.619330869748
ONT1.1078.736,18.6109209687372
ONT1.1078.755,14.4373407684741
ONT1.1078.780,14.1493660901969
ONT1.1078.95,8239.42730968526
ONT1.1078.96,1524.79293866172
ONT1.1078.97,368.324138382832
ONT1.1078.98,35.4429185021988
ONT1.1078.99,1.14268400783878
ONT1.1080.10010,11.1426610435278
ONT1.1080.11330,21.3561031264911
ONT1.1080.11331,469.059716322226
ONT1.1080.11380,77.2827544659085
ONT1.1080.11382,31.3897267398752
ONT1.1080.11389,14.9660999670816
ONT1.1080.115,288.470848049201
ONT1.1080.11590,55.8586473627603
ONT1.1080.11591,87.2842355458157
ONT1.1080.11592,57.5662743276753
ONT1.1080.11598,32.8028324817631
ONT1.1080.11599,11.1080057188821
ONT1.1080.11601,4.25470877706634
ONT1.1080.11603,1.72348841756574
ONT1.1080.11607,1.86478849435587
ONT1.1080.11610,1.4944981515039
ONT1.1080.11612,1.21531321612864
ONT1.1080.11614,7.06792469045234
ONT1.1080.11617,2.31653978565767
ONT1.1080.11632,1.59790960244081
ONT1.1080.11635,0.484120766522055
ONT1.1080.11638,3.22500969768032
ONT1.1080.117,111.764850254247
ONT1.1080.11716,75.45011897904
ONT1.1080.11717,490.050281707679
ONT1.1080.11719,560.415178953774
ONT1.1080.11720,698.809096624095
ONT1.1080.11722,4019.96857742345
ONT1.1080.11729,88.0792474930815
ONT1.1080.11731,61.9838902742139
ONT1.1080.11734,154.739138151549
ONT1.1080.11736,171.800604113157
ONT1.1080.11739,143.265318752907
ONT1.1080.11740,59.3373249916469
ONT1.1080.11754,33.3223673587585
ONT1.1080.11755,40.9786832574441
ONT1.1080.11757,220.269232926943
ONT1.1080.11764,107.037876179424
ONT1.1080.11769,82.7297880788318
ONT1.1080.11775,46.3765312676047
ONT1.1080.11796,53.6002211556837
ONT1.1080.121,146.87093977904
ONT1.1080.122,114.005666367434
ONT1.1080.124,161.16148940653
ONT1.1080.125,31.4647626813903
ONT1.1080.127,312.189594860903
ONT1.1080.128,62.1599383067145
ONT1.1080.12933,38.3215305961745
ONT1.1080.131,80.0627657877518
ONT1.1080.1328,2.88525815803303
ONT1.1080.13353,62.3816950654021
ONT1.1080.138,298.068865181276
ONT1.1080.140,320.059528092955
ONT1.1080.142,30.3889195349461
ONT1.1080.145,51.1957387344471
ONT1.1080.146,53.9985137818708
ONT1.1080.147,59.5437053120163
ONT1.1080.149,75.661984859418
ONT1.1080.155,28.5874565782505
ONT1.1080.161,66.8505025287665
ONT1.1080.16142,47.8245471157219
ONT1.1080.16147,106.232678549539
ONT1.1080.16161,50.5806563783633
ONT1.1080.16162,32.0264085556996
ONT1.1080.16190,33.333693725067
ONT1.1080.163,65.5936965271634
ONT1.1080.164,37.6921301836416
ONT1.1080.16646,118.035728281388
ONT1.1080.16649,55.4877945005446
ONT1.1080.16655,336.408206711602
ONT1.1080.16656,93.0094506981534
ONT1.1080.16657,421.26240572259
ONT1.1080.16664,41.3319425670693
ONT1.1080.16668,35.4202764361613
ONT1.1080.16669,123.783567786817
ONT1.1080.16672,28.8631992334684
ONT1.1080.16674,114.975691539308
ONT1.1080.16675,103.673508774306
ONT1.1080.16677,62.3785335180989
ONT1.1080.16684,99.0673290187156
ONT1.1080.16704,36.9595738093461
ONT1.1080.1671,46.9437232434399
ONT1.1080.16723,52.9340873405372
ONT1.1080.172,121.604361037944
ONT1.1080.174,47.6872132343195
ONT1.1080.18618,5.02673295760653
ONT1.1080.18627,2.19558762637579
ONT1.1080.19611,3.71033556185231
ONT1.1080.19733,3.38330934746537
ONT1.1080.19736,1.86249859861154
ONT1.1080.19750,2.51283449426345
ONT1.1080.19755,4.88168356683984
ONT1.1080.19760,8.37971953349901
ONT1.1080.19763,1.86093865191549
ONT1.1080.19765,2.4971715281997
ONT1.1080.1994,78.6365065671387
ONT1.1080.1996,17.6447014890652
ONT1.1080.1997,21.2055843982464
ONT1.1080.20031,1.5348997590678
ONT1.1080.2004,37.5558818841381
ONT1.1080.20067,2.89621321256377
ONT1.1080.20071,3.80333611658979
ONT1.1080.20075,2.82843750163549
ONT1.1080.20125,3.16364889184806
ONT1.1080.20768,88.8748776684869
ONT1.1080.20769,6292.907952855
ONT1.1080.20770,100.844320786892
ONT1.1080.20772,56.8540083434349
ONT1.1080.20774,34.3647265573152
ONT1.1080.20775,150.150690707279
ONT1.1080.20776,214.770744639805
ONT1.1080.20777,170.398824865399
ONT1.1080.20781,89.0513816122997
ONT1.1080.20782,165.676256641353
ONT1.1080.20784,74.9566562667363
ONT1.1080.20785,180.786114018389
ONT1.1080.20787,89.0066478264044
ONT1.1080.20790,203.7458838663
ONT1.1080.20800,28.0196020502948
ONT1.1080.20801,98.065485156577
ONT1.1080.20804,202.263247251259
ONT1.1080.20807,91.6746186083167
ONT1.1080.20833,31.7729631141078
ONT1.1080.20861,31.6006890418761
ONT1.1080.21604,607.817553206925
ONT1.1080.23284,38.3435037386453
ONT1.1080.23285,48.1700814139843
ONT1.1080.23288,42.2207151075904
ONT1.1080.23289,5.79679800883326
ONT1.1080.23292,5.74193404457696
ONT1.1080.23295,16.2460895533386
ONT1.1080.23296,23.4024925625977
ONT1.1080.23302,18.1451481978966
ONT1.1080.23304,10.6724235079038
ONT1.1080.23305,12.031867781859
ONT1.1080.23306,5.95820744355681
ONT1.1080.23313,11.3463686376582
ONT1.1080.23322,18.4890310286613
ONT1.1080.23340,11.7890744822052
ONT1.1080.23341,5.78774596215245
ONT1.1080.23342,11.7098886147678
ONT1.1080.23344,10.1740155402573
ONT1.1080.23353,12.3454730835528
ONT1.1080.23369,3.02657115740339
ONT1.1080.23394,4.24998915711986
ONT1.1080.23662,23.9154544811231
ONT1.1080.23664,12.7192619286345
ONT1.1080.23665,448.038669825875
ONT1.1080.23666,5.86969817017047
ONT1.1080.23667,548.850305105965
ONT1.1080.23668,73.4709936650624
ONT1.1080.23669,39.5907388595491
ONT1.1080.23670,19.1948395765551
ONT1.1080.23671,14.4682956218669
ONT1.1080.23672,7.7196739427717
ONT1.1080.23675,9.88356269899845
ONT1.1080.23676,20.1779670988999
ONT1.1080.23678,27.7570291609401
ONT1.1080.23683,8.64547786789149
ONT1.1080.23684,47.1345341350753
ONT1.1080.23714,6.10389721236749
ONT1.1080.23716,8.32333353386374
ONT1.1080.23726,6.39555716360583
ONT1.1080.23736,3.10515985164391
ONT1.1080.23765,6.56828278644212
ONT1.1080.24381,90.6775839379044
ONT1.1080.24382,65.3037780563488
ONT1.1080.24383,66.4048262918129
ONT1.1080.24384,57.4558733427305
ONT1.1080.24386,58.4949806437082
ONT1.1080.24388,54.234315934407
ONT1.1080.24391,12.8804200827297
ONT1.1080.24393,106.385643271435
ONT1.1080.24396,33.1386940162117
ONT1.1080.24402,1.52860653149215
ONT1.1080.24403,2.92233191266603
ONT1.1080.24406,8.81091481485264
ONT1.1080.24407,4.3208340296233
ONT1.1080.24409,10.4101709005332
ONT1.1080.24419,7.43212346563003
ONT1.1080.24420,12.8273587095855
ONT1.1080.24422,3.07991523965739
ONT1.1080.24427,6.03295600936301
ONT1.1080.24430,1.81428332474324
ONT1.1080.24440,7.41675501839236
ONT1.1080.2455,113.894558524576
ONT1.1080.2458,76.2121671120051
ONT1.1080.2464,18.2942475688665
ONT1.1080.2465,139.352891058216
ONT1.1080.2466,12.7151734163133
ONT1.1080.2467,35.2224062985747
ONT1.1080.2468,40.3474595139736
ONT1.1080.2474,177.947166714809
ONT1.1080.2513,19.2225999698776
ONT1.1080.25836,375.043166965668
ONT1.1080.25845,41.6958272681864
ONT1.1080.25969,763.078023086069
ONT1.1080.25971,170.883897199615
ONT1.1080.25974,57.4972903568007
ONT1.1080.25993,139.420008793724
ONT1.1080.26003,50.276037662951
ONT1.1080.26269,84.0112130920087
ONT1.1080.26273,47.3110146323285
ONT1.1080.26462,209.188362826469
ONT1.1080.26463,1750.40319763687
ONT1.1080.26464,65.5488906354397
ONT1.1080.26465,602.458145919903
ONT1.1080.26469,44.861214229021
ONT1.1080.26472,79.3178635187544
ONT1.1080.26473,33.476854009761
ONT1.1080.26478,49.6596338914445
ONT1.1080.26484,29.3680576946601
ONT1.1080.26485,48.1671471738313
ONT1.1080.26486,23.3531815802609
ONT1.1080.26489,23.5036368490002
ONT1.1080.27638,164.51153167769
ONT1.1080.27639,21.6156156390375
ONT1.1080.27643,11.3443191431663
ONT1.1080.27646,2.88468314117272
ONT1.1080.27647,10.9523213243688
ONT1.1080.27648,3.56705963126839
ONT1.1080.27649,19.71825315351
ONT1.1080.27650,11.3066140620174
ONT1.1080.27653,7.0201601023257
ONT1.1080.27657,14.5787227317271
ONT1.1080.27658,9.14117591951733
ONT1.1080.27664,31.4687046652054
ONT1.1080.27668,2.35220891083938
ONT1.1080.27672,3.80078966108275
ONT1.1080.27674,11.3650388297468
ONT1.1080.27675,2.07957279551903
ONT1.1080.27683,4.77308558252602
ONT1.1080.27684,6.4013598863813
ONT1.1080.27714,0.736167166034076
ONT1.1080.27727,0.939104796739888
ONT1.1080.2813,44.1985120104755
ONT1.1080.2815,65.5739514842613
ONT1.1080.2816,44.5773298705742
ONT1.1080.2818,38.0571717348263
ONT1.1080.2821,107.484790597275
ONT1.1080.2825,41.914498410504
ONT1.1080.28597,487.792738290986
ONT1.1080.28598,127.945068946832
ONT1.1080.28599,746.456317739779
ONT1.1080.28602,345.050384002471
ONT1.1080.28604,46.7314563356114
ONT1.1080.28605,65.0435800471369
ONT1.1080.28606,81.2185162377182
ONT1.1080.28610,24.5843624285045
ONT1.1080.28612,149.796169354861
ONT1.1080.28616,71.8431599995328
ONT1.1080.28618,68.3479411334818
ONT1.1080.28620,107.692822077383
ONT1.1080.28625,9.20829203826611
ONT1.1080.28627,37.9600574871362
ONT1.1080.28631,63.4881859836286
ONT1.1080.28640,12.8482636553867
ONT1.1080.28652,12.5165411313234
ONT1.1080.28677,5.02528420622185
ONT1.1080.28773,13.7992511799585
ONT1.1080.29592,26.4209103999046
ONT1.1080.8141,22.1649243332971
ONT1.1080.8153,12.616261472387
ONT1.1080.8168,10.5713425109994
ONT1.1080.8194,12.8708205446482
ONT1.1080.8487,67.3643637431454
ONT1.1080.8488,253.026538406718
ONT1.1080.8491,21.1420007100684
ONT1.1080.8493,57.7287153469935
ONT1.1080.8494,20.4818681861533
ONT1.1080.8496,31.8879353629607
ONT1.1080.8500,12.5895866311416
ONT1.1080.8501,5.9126866869202
ONT1.1080.8502,12.2230516205129
ONT1.1080.8503,73.4087108762787
ONT1.1080.8504,25.8666828776661
ONT1.1080.8505,16.7099816816574
ONT1.1080.8507,13.1322672103132
ONT1.1080.8508,7.81081436084489
ONT1.1080.8511,15.5719164205181
ONT1.1080.8513,15.0538590906265
ONT1.1080.9732,7.33532398146748
ONT1.1080.9827,35406.978810715
ONT1.1080.9832,321.22359300096
ONT1.1080.9833,12.2303976696772
ONT1.1080.9834,20.4886583979946
ONT1.1080.9840,9.44699506198526
ONT1.1080.9847,13.5909455718804
ONT1.1080.9855,33.4478283477157
ONT1.1080.9864,23.717434673088
ONT1.1080.9875,8.50333485488782
ONT1.1080.9885,27.3041810141525
ONT1.1080.9912,19.2031285108352
ONT1.1080.9913,18.8778471817274
ONT1.1080.9935,32.5019790950342
ONT1.1086.10007,2.63566971748891
ONT1.1086.101,0.707697344426872
ONT1.1086.10267,24.8025282052154
ONT1.1086.10355,5872.96141294609
ONT1.1086.10356,4499.43393555037
ONT1.1086.10358,345.084439812227
ONT1.1086.10363,102.162166874368
ONT1.1086.10368,458.671997658837
ONT1.1086.10381,67.3392547336964
ONT1.1086.105,1.80330104925375
ONT1.1086.11014,26.705425318832
ONT1.1086.11015,1829.01899485306
ONT1.1086.11035,145.826737038984
ONT1.1086.11126,91.2743643579342
ONT1.1086.11127,1235.94144293378
ONT1.1086.11129,166.66509746258
ONT1.1086.11536,216.059307237318
ONT1.1086.11628,61.492033860098
ONT1.1086.11711,301.872765009685
ONT1.1086.11761,560.48163836343
ONT1.1086.11876,301.399271843838
ONT1.1086.11904,55.9635453595787
ONT1.1086.11917,136.288514098372
ONT1.1086.11956,72.1642555347963
ONT1.1086.12347,0.468178186125037
ONT1.1086.12348,13.4187634694549
ONT1.1086.12390,1.61492284547555
ONT1.1086.12572,124.751389319856
ONT1.1086.12619,67.3937634607574
ONT1.1086.12629,48.2215590420989
ONT1.1086.12631,57.4506628973907
ONT1.1086.12644,1489.68444067559
ONT1.1086.12648,34.1360335518423
ONT1.1086.12670,11.932057769705
ONT1.1086.12909,46.4208966606912
ONT1.1086.13120,48.8941437911919
ONT1.1086.13147,18.2351364410869
ONT1.1086.13244,18.5331141776326
ONT1.1086.13257,9.75984324300225
ONT1.1086.13260,524.358959854989
ONT1.1086.13261,37.1361459566942
ONT1.1086.13304,39.8709209507498
ONT1.1086.13308,11.5315684382971
ONT1.1086.13313,14.2533261940091
ONT1.1086.13317,12.2321293343691
ONT1.1086.13330,36.4734189867619
ONT1.1086.13347,26.0412581681986
ONT1.1086.13492,2.57920448238858
ONT1.1086.13494,4.49093184290624
ONT1.1086.141,2.92745205348732
ONT1.1086.14202,28.214912231877
ONT1.1086.14203,27.5298925754108
ONT1.1086.14204,6.46767955095444
ONT1.1086.14206,17.9704532187746
ONT1.1086.14208,13.249110629155
ONT1.1086.14209,11.7650137719318
ONT1.1086.14215,21.2816060101023
ONT1.1086.14224,2.72192764455983
ONT1.1086.14234,2.05771130597557
ONT1.1086.14237,4.06296961687815
ONT1.1086.14243,2.33384292656993
ONT1.1086.14378,9.28711690874271
ONT1.1086.14381,3.02645330925359
ONT1.1086.14384,7.10021884742292
ONT1.1086.14389,3.18426740064792
ONT1.1086.14390,7.5044496407417
ONT1.1086.14401,7.56301356806215
ONT1.1086.14438,1.52601239354326
ONT1.1086.14577,1.08080569915716
ONT1.1086.14895,4.77997610139549
ONT1.1086.15,5.04848204710591
ONT1.1086.15516,146.725119417014
ONT1.1086.15534,37.9200714910452
ONT1.1086.15539,14.6235164280765
ONT1.1086.15691,95.6468927479808
ONT1.1086.15695,80.0953952044291
